"sampleid"	"PHt"	"Hs_obs"	"Hs_exp"	"IR"	"HL"
"1"	"Bel00001"	"0.22076683410695"	"0.962088641769802"	"1.06224142450102"	"-0.072205468176313"	"0.629543151646964"
"2"	"Bel00013"	"0.232877617066244"	"1.02193477494741"	"1.12476959227573"	"-0.120927168195904"	"0.61102292723401"
"3"	"Bel00016"	"0.224742268041237"	"0.987114226793116"	"1.08537839230897"	"-0.0847025980438882"	"0.625929062021597"
"4"	"Bel00018"	"0.248223156285823"	"1.0625709170283"	"1.173345021972"	"-0.168273774728844"	"0.586137371297482"
"5"	"Bel00019"	"0.213097121164189"	"0.928788220961844"	"1.02548979614457"	"-0.0343758585531912"	"0.64282113241366"
"6"	"Bel00022"	"0.212724532093958"	"0.926354153548134"	"1.02253805124944"	"-0.0382880155127247"	"0.644069976390437"
"7"	"Bel00035"	"0.213214532220619"	"0.927291044343601"	"1.02551029901867"	"-0.0430948264474807"	"0.64054601892738"
"8"	"Bel00039"	"0.228463916140304"	"1.00989415865606"	"1.11256582253741"	"-0.121310857692433"	"0.611036717287471"
"9"	"Bel00049"	"0.225563412861014"	"0.988399434788007"	"1.08894844015192"	"-0.100620450968505"	"0.613602723495146"
"10"	"Bel00055"	"0.228667790893761"	"0.99543835291669"	"1.09817443702099"	"-0.0996213014299409"	"0.61501534487808"
"11"	"Bel00071"	"0.25716957605985"	"1.10733812334842"	"1.22333310041336"	"-0.221113399823142"	"0.558746670361989"
"12"	"Bel00094"	"0.222088225960013"	"0.967229163921667"	"1.06876509745354"	"-0.0708717384572522"	"0.629407621421026"
"13"	"Bel00096"	"0.215293896242394"	"0.940396185676536"	"1.03672424315725"	"-0.0481084313796893"	"0.640370096033176"
"14"	"Bel00097"	"0.223511113991316"	"0.973303745303374"	"1.07418047631457"	"-0.0865778214108632"	"0.623893241474575"
"15"	"Bel00098"	"0.227800546448087"	"0.997520233479832"	"1.09993158221495"	"-0.104885497912459"	"0.615048868798806"
"16"	"Bel00100"	"0.223364606091762"	"0.97172528609032"	"1.07234430253747"	"-0.0815491002970135"	"0.62442878821379"
"17"	"Bel00122"	"0.217451962711649"	"0.94626341057025"	"1.04487137103286"	"-0.0502888682974069"	"0.638072248776044"
"18"	"Bel00123"	"0.22820049089265"	"0.995885854058904"	"1.10060525286316"	"-0.104647661784978"	"0.614168678933511"
"19"	"Bel00124"	"0.215822784810127"	"0.941881553980616"	"1.03924755486118"	"-0.0532217981936228"	"0.63500253822009"
"20"	"Bel00125"	"0.234985140645518"	"1.02314186615084"	"1.13155789158616"	"-0.142416478498798"	"0.597488870964101"
"21"	"Bel00126"	"0.218896937349091"	"0.954260448423436"	"1.05366956531075"	"-0.0664409384493167"	"0.632825798851146"
